,type,label,alias
42260,Observable Attributes,Self Motivation,maintenance-carpenter
42261,Referenceable Experience,Construction Industry,maintenance-carpenter
42262,Referenceable Experience,Working At Heights,maintenance-carpenter
42263,Observable Attributes,Time Management,maintenance-carpenter
42264,Verifiable Attainments,Work Safety At Heights Ticket,maintenance-carpenter
42265,Observable Attributes,Resilience,maintenance-carpenter
42266,Observable Attributes,Thoroughness,maintenance-carpenter
42267,Observable Attributes,Neat Personal Presentation,maintenance-carpenter
42268,Referenceable Experience,Workplace Health and Safety,maintenance-carpenter
42269,Referenceable Experience,MIG Welding,welder
42270,Referenceable Experience,TIG Welding,welder
42271,Referenceable Experience,Flux Cored Arc Welding,welder
42272,Referenceable Experience,Interpreting Drawings,welder
42273,Referenceable Experience,Stainless Steel,welder
42274,Referenceable Experience,Engineering Drawings,welder
42275,Referenceable Experience,Shop Drawing,welder
42276,Referenceable Experience,Fabrication,welder
42277,Verifiable Attainments,Forklift Licence,welder
42278,Referenceable Experience,Reading Drawings,welder
42279,Referenceable Experience,Working At Heights,welder
42280,Observable Attributes,Punctual,welder
42281,Observable Attributes,Team Work,welder
42282,Observable Attributes,Autonomy,welder
42283,Verifiable Attainments,Construction Induction White Card,welder
42284,Verifiable Attainments,Drivers Licence,welder
42285,Observable Attributes,Thoroughness,welder
42286,Observable Attributes,Self Motivation,welder
42287,Observable Attributes,Willingness to Learn,welder
42288,Observable Attributes,Communication Skills,welder
42289,Observable Attributes,Self Motivation,meter-reader
42290,Verifiable Attainments,Drivers Licence,meter-reader
42291,Observable Attributes,Autonomy,meter-reader
42292,Referenceable Experience,Meter Reading,meter-reader
42293,Observable Attributes,Thoroughness,meter-reader
42294,Observable Attributes,Time Management,meter-reader
42295,Observable Attributes,Communication Skills,meter-reader
42296,Verifiable Attainments,Motor Vehicle Repairer Licence,vehicle-mechanic
42297,Referenceable Experience,Air Conditioning,vehicle-mechanic
42298,Verifiable Attainments,Australian MR Licence,vehicle-mechanic
42299,Referenceable Experience,Light Vehicle Automotive,vehicle-mechanic
42300,Referenceable Experience,Automotive Mechanics,vehicle-mechanic
42301,Verifiable Attainments,Drivers Licence,vehicle-mechanic
42302,Referenceable Experience,Automotive Industry,vehicle-mechanic
42303,Observable Attributes,Resilience,vehicle-mechanic
42304,Observable Attributes,Time Management,vehicle-mechanic
42305,Observable Attributes,Computer Literacy,vehicle-mechanic
42306,Referenceable Experience,Mathematics,vehicle-mechanic
42307,Observable Attributes,Autonomy,vehicle-mechanic
42308,Observable Attributes,Communication Skills,vehicle-mechanic
42309,Observable Attributes,Willingness to Learn,vehicle-mechanic
42310,Observable Attributes,Thoroughness,vehicle-mechanic
42311,Observable Attributes,Problem Solving,vehicle-mechanic
42312,Referenceable Experience,Landscape Construction,landscaper
42313,Verifiable Attainments,Construction Induction White Card,landscaper
42314,Referenceable Experience,Hard Landscaping,landscaper
42315,Referenceable Experience,Irrigation,landscaper
42316,Referenceable Experience,Excavator Operation,landscaper
42317,Referenceable Experience,Gardening,landscaper
42318,Referenceable Experience,Horticulture,landscaper
42319,Verifiable Attainments,Drivers Licence,landscaper
42320,Referenceable Experience,Retaining Walls,landscaper
42321,Referenceable Experience,Concreting,landscaper
42322,Verifiable Attainments,Australian MR Licence,landscaper
42323,Observable Attributes,Ability to Follow Direction,landscaper
42324,Observable Attributes,Self Motivation,landscaper
42325,Observable Attributes,Punctual,landscaper
42326,Observable Attributes,Team Work,landscaper
42327,Observable Attributes,Neat Personal Presentation,landscaper
42328,Observable Attributes,Willingness to Learn,landscaper
42329,Observable Attributes,Thoroughness,landscaper
42330,Observable Attributes,Autonomy,landscaper
42331,Observable Attributes,Communication Skills,landscaper
42332,Referenceable Experience,Spray Painting,spraypainter
42333,Referenceable Experience,Collision Repair,spraypainter
42334,Referenceable Experience,Automotive Industry,spraypainter
42335,Verifiable Attainments,Drivers Licence,spraypainter
42336,Observable Attributes,Proactive Attitude,spraypainter
42337,Observable Attributes,Willingness to Learn,spraypainter
42338,Verifiable Attainments,Forklift Licence,spraypainter
42339,Observable Attributes,Punctual,spraypainter
42340,Observable Attributes,Thoroughness,spraypainter
42341,Observable Attributes,Team Work,spraypainter
42342,Observable Attributes,Autonomy,spraypainter
42343,Observable Attributes,Self Motivation,spraypainter
42344,Observable Attributes,Resilience,spraypainter
42345,Observable Attributes,Time Management,spraypainter
42346,Observable Attributes,Communication Skills,spraypainter
42347,Referenceable Experience,Audiovisual Technology,installation-technician
42348,Referenceable Experience,Schematic Drawings,installation-technician
42349,Verifiable Attainments,Construction Induction White Card,installation-technician
42350,Referenceable Experience,Refrigeration,installation-technician
42351,Referenceable Experience,Control Systems,installation-technician
42352,Referenceable Experience,Installation,installation-technician
42353,Observable Attributes,Autonomy,installation-technician
42354,Referenceable Experience,Customer Service,installation-technician
42355,Referenceable Experience,Working At Heights,installation-technician
42356,Referenceable Experience,Closed Circuit Television,installation-technician
42357,Observable Attributes,Logical Thinking,installation-technician
42358,Verifiable Attainments,Drivers Licence,installation-technician
42359,Referenceable Experience,Air Conditioning,installation-technician
42360,Referenceable Experience,Switching,installation-technician
42361,Referenceable Experience,Commissioning,installation-technician
42362,Observable Attributes,Problem Solving,installation-technician
42363,Referenceable Experience,Fault Finding,installation-technician
42364,Observable Attributes,Willingness to Learn,installation-technician
42365,Observable Attributes,Learning Aptitude,installation-technician
42366,Observable Attributes,Self Motivation,installation-technician
42367,Referenceable Experience,Gardening,gardener
42368,Referenceable Experience,Horticulture,gardener
42369,Referenceable Experience,Garden Maintenance,gardener
42370,Verifiable Attainments,Drivers Licence,gardener
42371,Referenceable Experience,Irrigation,gardener
42372,Observable Attributes,Autonomy,gardener
42373,Verifiable Attainments,Construction Induction White Card,gardener
42374,Observable Attributes,Self Motivation,gardener
42375,Observable Attributes,Neat Personal Presentation,gardener
42376,Observable Attributes,Willingness to Learn,gardener
42377,Observable Attributes,Thoroughness,gardener
42378,Observable Attributes,Team Work,gardener
42379,Observable Attributes,Communication Skills,gardener
42380,Referenceable Experience,Customer Service,gardener
42381,Observable Attributes,Time Management,gardener
42382,Observable Attributes,Resilience,gardener
42383,Referenceable Experience,Machining,fitter-and-turner
42384,Referenceable Experience,Milling,fitter-and-turner
42385,Referenceable Experience,CNC Machinery,fitter-and-turner
42386,Verifiable Attainments,Forklift Licence,fitter-and-turner
42387,Referenceable Experience,Hydraulics,fitter-and-turner
42388,Referenceable Experience,Engineering Drawing Interpretation,fitter-and-turner
42389,Verifiable Attainments,Mechanical Trade,fitter-and-turner
42390,Referenceable Experience,Mechanical Engineering,fitter-and-turner
42391,Observable Attributes,Autonomy,fitter-and-turner
42392,Referenceable Experience,Working At Heights,fitter-and-turner
42393,Observable Attributes,Self Motivation,fitter-and-turner
42394,Observable Attributes,Team Work,fitter-and-turner
42395,Observable Attributes,Punctual,fitter-and-turner
42396,Referenceable Experience,Mathematics,fitter-and-turner
42397,Observable Attributes,Proactive Attitude,fitter-and-turner
42398,Referenceable Experience,Workplace Health and Safety,fitter-and-turner
42399,Verifiable Attainments,Drivers Licence,fitter-and-turner
42400,Observable Attributes,Resilience,fitter-and-turner
42401,Observable Attributes,Willingness to Learn,fitter-and-turner
42402,Observable Attributes,Communication Skills,fitter-and-turner
42403,Referenceable Experience,Roofing,roofer
42404,Referenceable Experience,Working At Heights,roofer
42405,Verifiable Attainments,Work Safety At Heights Ticket,roofer
42406,Verifiable Attainments,Construction Induction White Card,roofer
42407,Referenceable Experience,Sheet Metal,roofer
42408,Referenceable Experience,Cladding,roofer
42409,Referenceable Experience,Roof Plumbing,roofer
42410,Verifiable Attainments,Drivers Licence,roofer
42411,Verifiable Attainments,EWP Licence,roofer
42412,Observable Attributes,Ability to Follow Direction,roofer
42413,Observable Attributes,Willingness to Learn,roofer
42414,Observable Attributes,Self Motivation,roofer
42415,Observable Attributes,Team Work,roofer
42416,Observable Attributes,Autonomy,roofer
42417,Observable Attributes,Problem Solving,roofer
42418,Observable Attributes,Organised,roofer
42419,Observable Attributes,Communication Skills,roofer
42420,Observable Attributes,Time Management,roofer
42421,Referenceable Experience,TIG Welding,tig-welder
42422,Referenceable Experience,Stainless Steel,tig-welder
42423,Referenceable Experience,MIG Welding,tig-welder
42424,Referenceable Experience,Motorsport,tig-welder
42425,Referenceable Experience,Reading Drawings,tig-welder
42426,Referenceable Experience,Fabrication,tig-welder
42427,Referenceable Experience,Engineering Drawings,tig-welder
42428,Observable Attributes,Team Work,tig-welder
42429,Referenceable Experience,Sheet Metal,tig-welder
42430,Referenceable Experience,Using Hand Tools,tig-welder
42431,Observable Attributes,Neat Personal Presentation,tig-welder
42432,Referenceable Experience,Understand Construction Drawings,tig-welder
42433,Observable Attributes,Self Motivation,tig-welder
42434,Observable Attributes,Autonomy,tig-welder
42435,Referenceable Experience,Troubleshooting,tig-welder
42436,Verifiable Attainments,Drivers Licence,tig-welder
42437,Observable Attributes,Proactive Attitude,tig-welder
42438,Observable Attributes,Resilience,tig-welder
42439,Observable Attributes,Thoroughness,tig-welder
42440,Observable Attributes,Communication Skills,tig-welder
42441,Referenceable Experience,Jewellery,jeweller
42442,Referenceable Experience,Jewellery Manufacturing,jeweller
42443,Referenceable Experience,Watch Repair,jeweller
42444,Referenceable Experience,Jewellery Making,jeweller
42445,Referenceable Experience,Jewellery Design,jeweller
42446,Observable Attributes,Written Communication,jeweller
42447,Observable Attributes,Time Management,jeweller
